Address with post code (Gas Stations),Address,City,Post Code,Franchise (or private),Highway,Link
"8192 Hajmáskér, 8-as főút 40. km (mol)","Hajmáskér, 8-as főút 40. km",Hajmáskér,8192,mol,0,https://holtankoljak.net/mol_hajmasker_8-asfout40km
"9461 Lövő, Kőszegi út hrsz.0179/39  (mol)","Lövő, Kőszegi út hrsz.0179/39",Lövő,9461,mol,0,https://holtankoljak.net/mol_Lovo_Koszegiuthrsz017939
"6000 Kecskemét, Jókai u. 44. (magán)","Kecskemét, Jókai u. 44.",Kecskemét,6000,magán,0,https://holtankoljak.net/kis_kft__kecskemet_jokaiu44#tartalom
"1138 Budapest XIII, Váci út 178. (XIII.) (mol)","Budapest XIII, Váci út 178.",Budapest XIII,1138,mol,0,https://holtankoljak.net/mol_budapest_vaciut178xiii
"2686 Galgaguta, Kossuth u. 27.  (mol)","Galgaguta, Kossuth u. 27.",Galgaguta,2686,mol,0,https://holtankoljak.net/mol_Galgaguta_Kossuthu27
"7761 Kozármisleny, 57-es és 578-as főút körforgalmában (Mobil Petrol)","Kozármisleny, 57-es és 578-as főút körforgalmában",Kozármisleny,7761,Mobil Petrol,0,https://holtankoljak.net/mobil_petrol_kozarmisleny_57-eses578-asfoutkorforgalmaban
"2310 Szigetszentmiklós, Gyári út 3237 hrsz. (omv)","Szigetszentmiklós, Gyári út 3237 hrsz.",Szigetszentmiklós,2310,omv,0,https://holtankoljak.net/omv_Szigetszentmiklos_Gyariut3237hrsz
"2443 Százhalombatta, DUFI Olajmunkás út 2. (mol)","Százhalombatta, DUFI Olajmunkás út 2.",Százhalombatta,2443,mol,0,https://holtankoljak.net/mol_Szazhalombatta_DUFIOlajmunkasut2
"7400 Kaposvár, Marhahajtó út Vásár tér (mol)","Kaposvár, Marhahajtó út Vásár tér",Kaposvár,7400,mol,0,https://holtankoljak.net/mol_Kaposvar_MarhahajtoutVasarter
"4900 Fehérgyarmat, Mártírok útja 38. (shell)","Fehérgyarmat, Mártírok útja 38.",Fehérgyarmat,4900,shell,0,https://holtankoljak.net/shell_Fehergyarmat_Martirokutja38
"6344 Hajós, Kossuth u. 60. (magan)","Hajós, Kossuth u. 60.",Hajós,6344,magan,0,https://holtankoljak.net/magan_Hajos_Kossuthu60
"2142 Nagytarcsa, 0135/50 hrsz. (avia)","Nagytarcsa, 0135/50 hrsz.",Nagytarcsa,2142,avia,0,https://holtankoljak.net/avia_Nagytarcsa_013550hrsz
"2151 Fót, Szabadság út 10. (shell)","Fót, Szabadság út 10.",Fót,2151,shell,0,https://holtankoljak.net/shell_Fot_Szabadsagut10
"9700 Szombathely, Zanati út 56 (mol)","Szombathely, Zanati út 56",Szombathely,9700,mol,0,https://holtankoljak.net/mol_Szombathely_Zanatiut56
"1044 Budapest IV, Váci út 84-90. (mol)","Budapest IV, Váci út 84-90.",Budapest IV,1044,mol,0,https://holtankoljak.net/mol_budapest_vaciut84-90
"3500 Miskolc, József Attila út 76. (shell)","Miskolc, József Attila út 76.",Miskolc,3500,shell,0,https://holtankoljak.net/shell_Miskolc_JozsefAttilaut76
"7095 Iregszemcse, Rákóczi u. 111 (mol-partner)","Iregszemcse, Rákóczi u. 111",Iregszemcse,7095,mol-partner,0,https://holtankoljak.net/mol-partner_Iregszemcse_Rakocziu111
"2051 Biatorbágy, Kossuth Lajos u. 1/a. (omv)","Biatorbágy, Kossuth Lajos u. 1/a.",Biatorbágy,2051,omv,0,https://holtankoljak.net/omv_Biatorbagy_KossuthLajosu1a
"2315 Szigethalom, Petőfi Sándor u.  (mol)","Szigethalom, Petőfi Sándor u.",Szigethalom,2315,mol,0,https://holtankoljak.net/mol_Szigethalom_PetofiSandoru
"2700 Cegléd, Pesti út 87. (mol)","Cegléd, Pesti út 87.",Cegléd,2700,mol,0,https://holtankoljak.net/mol_Cegled_Pestiut87
"6800 Hódmezővásárhely, Szántó Kovács János utca 151. (Mobil Petrol)","Hódmezővásárhely, Szántó Kovács János utca 151.",Hódmezővásárhely,6800,Mobil Petrol,0,https://holtankoljak.net/Mobil_Petrol_Hodmezovasarhely_SzantoKovacsJanosutca151
"2225 Üllő, Pesti út (4.sz. főút) (lukoil)","Üllő, Pesti út",Üllő,2225,lukoil,0,https://holtankoljak.net/lukoil_ullo_pestiut4szfout
"8000 Székesfehérvár, Székesfehérvár dél M7 (shell)","Székesfehérvár, Székesfehérvár dél M7",Székesfehérvár,8000,shell,1,https://holtankoljak.net/shell_Szekesfehervar_SzekesfehervardelM7
"3780 Edelény, 27.sz. fkl. út (mol)","Edelény, 27.sz. fkl. út",Edelény,3780,mol,0,https://holtankoljak.net/mol_Edeleny_27szfklut
"7030 Paks, M6 ap. 107 km JOBB OLDAL (mobil-petrol)","Paks, M6 ap. 107 km JOBB OLDAL",Paks,7030,mobil-petrol,1,https://holtankoljak.net/mobil-petrol_Paks_M6ap107kmJOBBOLDAL
"9915 Nádasd, Petőfi u. 96. (Optimus benzinkút)","Nádasd, Petőfi u. 96.",Nádasd,9915,Optimus benzinkút,0,https://holtankoljak.net/Optimus_benzinkut_Nadasd_Petofiu96
"6000 Kecskemét, Kiskunfélegyházi út (Szegedi út) (mol)","Kecskemét, Kiskunfélegyházi út",Kecskemét,6000,mol,0,https://holtankoljak.net/mol_kecskemet_kiskunfelegyhaziutszegediut#tartalom
"4531 Nyírpazony, Vasvári Pál u. 339/1 hrsz. (Magán kút)","Nyírpazony, Vasvári Pál u. 339/1 hrsz.",Nyírpazony,4531,Magán kút,0,https://holtankoljak.net/Magan_kut_Nyirpazony_VasvariPalu3391hrsz
"1195 Budapest XIX, Üllői út 233. (shell)","Budapest XIX, Üllői út 233.",Budapest XIX,1195,shell,0,https://holtankoljak.net/shell_budapest_xix_ulloiut233
"2030 Érd, Budai út II. (mol)","Érd, Budai út II.",Érd,2030,mol,0,https://holtankoljak.net/mol_erd_BudaiutII
"2340 Kiskunlacháza, Hadház u. 2.  (mol)","Kiskunlacháza, Hadház u. 2.",Kiskunlacháza,2340,mol,0,https://holtankoljak.net/mol_Kiskunlachaza_Hadhazu2
"2038 Sóskút, Ipari Park (oil)","Sóskút, Ipari Park",Sóskút,2038,oil,0,https://holtankoljak.net/oil_Soskut_IpariPark
"7200 Dombóvár, Köztársaság u. 27. (Tüskevár)  (mol)","Dombóvár, Köztársaság u. 27.",Dombóvár,7200,mol,0,https://holtankoljak.net/mol_dombovar_koztarsasagu27tuskevar#tartalom
"9700 Szombathely, Kiskar u. 6. (shell)","Szombathely, Kiskar u. 6.",Szombathely,9700,shell,0,https://holtankoljak.net/shell_Szombathely_Kiskaru6
"6300 Kalocsa, Gombolyagi u. 1/a (Magán kút)","Kalocsa, Gombolyagi u. 1/a",Kalocsa,6300,Magán kút,0,https://holtankoljak.net/Magan_kut_Kalocsa_Gombolyagiu1a
"7251 Kapospula, Rákóczi út 10.  (mol)","Kapospula, Rákóczi út 10.",Kapospula,7251,mol,0,https://holtankoljak.net/mol_Kapospula_Rakocziut10
"8600 Siófok, Vak-Bottyán utca 34. (Tabol)","Siófok, Vak-Bottyán utca 34.",Siófok,8600,Tabol,0,https://holtankoljak.net/tabol_kft__siofok_vak-bottyanutca34
"2700 Cegléd, Malomtó szél 30. (magán kút)","Cegléd, Malomtó szél 30.",Cegléd,2700,magán kút,0,https://holtankoljak.net/magan_kut_Cegled_Malomtoszel30
"1193 Budapest XIX, Üllői út 303. (mol)","Budapest XIX, Üllői út 303.",Budapest XIX,1193,mol,0,https://holtankoljak.net/mol_Budapest_ulloiut303
"5465 Cserkeszőlő, Kecskeméti út (mol)","Cserkeszőlő, Kecskeméti út",Cserkeszőlő,5465,mol,0,https://holtankoljak.net/mol_Cserkeszolo_Kecskemetiut
"8391 Sármellék, Dózsa Gy.út 163/a (lukoil)","Sármellék, Dózsa Gy.út 163/a",Sármellék,8391,lukoil,0,https://holtankoljak.net/lukoil_Sarmellek_DozsaGyut163a
"1152 Budapest XV, Széchenyi tér 1. (omv)","Budapest XV, Széchenyi tér 1.",Budapest XV,1152,omv,0,https://holtankoljak.net/omv_budapest_xv_szechenyiter1
"3300 Eger, Kistályai út 18. (lukoil)","Eger, Kistályai út 18.",Eger,3300,lukoil,0,https://holtankoljak.net/lukoil_Eger_Kistalyaiut18
"8200 Veszprém, Aradi vértanúk útja (omv)","Veszprém, Aradi vértanúk útja",Veszprém,8200,omv,0,https://holtankoljak.net/omv_Veszprem_Aradivertanukutja
"6300 Kalocsa, Bátyai út 83. (omv)","Kalocsa, Bátyai út 83.",Kalocsa,6300,omv,0,https://holtankoljak.net/omv_Kalocsa_Batyaiut83
"4274 Hosszúpályi, Földvár u. 1/a. (mol)","Hosszúpályi, Földvár u. 1/a.",Hosszúpályi,4274,mol,0,https://holtankoljak.net/mol_Hosszupalyi_Foldvaru1a
"2091 Etyek, Kossuth Lajos u. 72. (MOL Partner+)","Etyek, Kossuth Lajos u. 72.",Etyek,2091,MOL Partner+,0,https://holtankoljak.net/MOL_Partner+_Etyek_KossuthLajosu72
"2890 Tata, Vértesszőlősi út (bal oldal)  (mol)","Tata, Vértesszőlősi út",Tata,2890,mol,0,https://holtankoljak.net/mol_tata_vertesszolosiutbaloldal
"4400 Nyíregyháza, Tiszavasvári u. 39. (omv)","Nyíregyháza, Tiszavasvári u. 39.",Nyíregyháza,4400,omv,0,https://holtankoljak.net/omv_Nyiregyhaza_Tiszavasvariu39
"6230 Soltvadkert, Halasi út 1. (lukoil)","Soltvadkert, Halasi út 1.",Soltvadkert,6230,lukoil,0,https://holtankoljak.net/lukoil_Soltvadkert_Halasiut1
"8331 Sümeg, 84-es főút 80. km (shell)","Sümeg, 84-es főút 80. km",Sümeg,8331,shell,0,https://holtankoljak.net/shell_sumeg_84-esfout80km
"8291 Nagyvázsony, Templom kert  (mol)","Nagyvázsony, Templom kert",Nagyvázsony,8291,mol,0,https://holtankoljak.net/mol_Nagyvazsony_Templomkert
"3000 Hatvan, M3 I. - Kerekharaszti pihenő - észak (mol)","Hatvan, M3 I. - Kerekharaszti pihenő - észak",Hatvan,3000,mol,1,https://holtankoljak.net/mol_hatvan_m3i-kerekharasztipiheno-eszak
"1184 Budapest XVIII, Lakatos út 61-63. (magán)","Budapest XVIII, Lakatos út 61-63.",Budapest XVIII,1184,magán,0,https://holtankoljak.net/szilas_ker__kft__budapest_lakatosut61-63
"6000 Kecskemét, Izsáki út 12/a (mol)","Kecskemét, Izsáki út 12/a",Kecskemét,6000,mol,0,https://holtankoljak.net/mol_Kecskemet_Izsakiut12a
"1192 Budapest XIX, Nagykőrösi út (XIX.) 88. (mol)","Budapest XIX, Nagykőrösi út",Budapest XIX,1192,mol,0,https://holtankoljak.net/mol_budapest_nagykorosiutxix88
"7500 Nagyatád, Berzencei út 0220/33. hrsz. (tele-tank)","Nagyatád, Berzencei út 0220/33. hrsz.",Nagyatád,7500,tele-tank,0,https://holtankoljak.net/tele-tank_Nagyatad_Berzenceiut022033hrsz
"2500 Esztergom, Mátyás Király út 37. (shell)","Esztergom, Mátyás Király út 37.",Esztergom,2500,shell,0,https://holtankoljak.net/shell_Esztergom_MatyasKiralyut37
"6085 Fűlöpszállás, Külterület 52. számú főút Kurjantópuszta (mol)","Fűlöpszállás, Külterület 52. számú főút Kurjantópuszta",Fűlöpszállás,6085,mol,0,https://holtankoljak.net/mol_Fulopszallas_Kulterulet52szamufoutKurjantopuszta
"5000 Szolnok, Téglagyári út 30. (shell)","Szolnok, Téglagyári út 30.",Szolnok,5000,shell,0,https://holtankoljak.net/shell_Szolnok_Teglagyariut30
"4243 Téglás, 4.sz. fkl. út (mol)","Téglás, 4.sz. fkl. út",Téglás,4243,mol,0,https://holtankoljak.net/mol_Teglas_4szfklut
"6000 Kecskemét, Izsáki út 4 (shell)","Kecskemét, Izsáki út 4",Kecskemét,6000,shell,0,https://holtankoljak.net/shell_Kecskemet_Izsakiut4
"1068 Budapest VI, Dózsa György út 120. (shell)","Budapest VI, Dózsa György út 120.",Budapest VI,1068,shell,0,https://holtankoljak.net/shell_budapest_vi_dozsagyorgyut120
"1117 Budapest XI, Budafoki út 111. (omv)","Budapest XI, Budafoki út 111.",Budapest XI,1117,omv,0,https://holtankoljak.net/omv_budapest_xi_budafokiut111
"9791 Torony, Felsőőri u. Ipartelep 9. (Conoil)","Torony, Felsőőri u. Ipartelep 9.",Torony,9791,Conoil,0,https://holtankoljak.net/Conoil_Torony_FelsooriuIpartelep9
"5500 Gyomaendrőd, Fő út (mol)","Gyomaendrőd, Fő út",Gyomaendrőd,5500,mol,0,https://holtankoljak.net/mol_Gyomaendrod_Fout
"3580 Tiszaújváros, 35.sz.fkl. út (mol)","Tiszaújváros, 35.sz.fkl. út",Tiszaújváros,3580,mol,0,https://holtankoljak.net/mol_Tiszaujvaros_35szfklut
"2030 Érd, 6.sz. főút bal 23km (omv)","Érd, 6.sz. főút bal 23km",Érd,2030,omv,0,https://holtankoljak.net/omv_erd_6szfoutbal23km
"9082 Nyúl, Kossuth Lajos út (82. sz. főút) (Mobil Petrol)","Nyúl, Kossuth Lajos út",Nyúl,9082,Mobil Petrol,0,https://holtankoljak.net/mobil_petrol_nyul_kossuthlajosut82szfout
"8000 Székesfehérvár, Szent Flórián krt. 5. (mol)","Székesfehérvár, Szent Flórián krt. 5.",Székesfehérvár,8000,mol,0,https://holtankoljak.net/mol_Szekesfehervar_SzentFloriankrt5
"6723 Szeged, Makkosházi krt. 6. (mol)","Szeged, Makkosházi krt. 6.",Szeged,6723,mol,0,https://holtankoljak.net/mol_Szeged_Makkoshazikrt6
"6221 Akasztó, Fő u. 189. 53-as út mellett (MOL Partner+)","Akasztó, Fő u. 189. 53-as út mellett",Akasztó,6221,MOL Partner+,0,https://holtankoljak.net/mol_partner+_akaszto_fou18953-asutmellett
"5500 Gyomaendrőd, Fő út 133/1 (omv)","Gyomaendrőd, Fő út 133/1",Gyomaendrőd,5500,omv,0,https://holtankoljak.net/omv_Gyomaendrod_Fout1331
"8660 Tab, Vasútállomás utca 1. (Tabol)","Tab, Vasútállomás utca 1.",Tab,8660,Tabol,0,https://holtankoljak.net/tabol_kft__tab_vasutallomasutca1
"1037 Budapest III, Bécsi út 277. A (shell)","Budapest III, Bécsi út 277. A",Budapest III,1037,shell,0,https://holtankoljak.net/shell_budapest_iii_becsiut277a
"7700 Mohács, Eszéki út  (mol)","Mohács, Eszéki út",Mohács,7700,mol,0,https://holtankoljak.net/mol_Mohacs_Eszekiut
"7150 Bonyhád, Zrínyi Miklós u. 25.  (mol)","Bonyhád, Zrínyi Miklós u. 25.",Bonyhád,7150,mol,0,https://holtankoljak.net/mol_Bonyhad_ZrinyiMiklosu25
"2840 Oroszlány, Rákóczi Ferenc út 1/b (lukoil)","Oroszlány, Rákóczi Ferenc út 1/b",Oroszlány,2840,lukoil,0,https://holtankoljak.net/lukoil_Oroszlany_RakocziFerencut1b
"9000 Győr, Szent Imre u. 55. (mol)","Győr, Szent Imre u. 55.",Győr,9000,mol,0,https://holtankoljak.net/mol_Gyor_SzentImreu55
"1204 Budapest XX, Ady Endre út 67. (mol)","Budapest XX, Ady Endre út 67.",Budapest XX,1204,mol,0,https://holtankoljak.net/mol_Budapest_AdyEndreut67
"2100 Gödöllő, Repülőtéri u. 9. (TWELL benzinkút)","Gödöllő, Repülőtéri u. 9.",Gödöllő,2100,TWELL benzinkút,0,https://holtankoljak.net/TWELL_benzinkut_Godollo_Repuloteriu9
"9020 Győr, Fehérvári út 99. (Oranges Oil Company)","Győr, Fehérvári út 99.",Győr,9020,Oranges Oil Company,0,https://holtankoljak.net/Oranges_Oil_Company_Gyor_Fehervariut99
"7443 Somogyjád, Külterület 021. hrsz. (MOL Partner+)","Somogyjád, Külterület 021. hrsz.",Somogyjád,7443,MOL Partner+,0,https://holtankoljak.net/MOL_Partner+_Somogyjad_Kulterulet021hrsz
"4002 Debrecen, Böszörményi út 1. (shell)","Debrecen, Böszörményi út 1.",Debrecen,4002,shell,0,https://holtankoljak.net/shell_Debrecen_Boszormenyiut1
"6133 Jászszentlászló, Félegyházi út 2. (magan)","Jászszentlászló, Félegyházi út 2.",Jászszentlászló,6133,magan,0,https://holtankoljak.net/p_oil_kft__jaszszentlaszlo_felegyhaziut2#tartalom
"3300 Eger, Rákóczi út (mol)","Eger, Rákóczi út",Eger,3300,mol,0,https://holtankoljak.net/mol_Eger_Rakocziut
"6771 Szeged, Makai út  (mol)","Szeged, Makai út",Szeged,6771,mol,0,https://holtankoljak.net/mol_Szeged_Makaiut
"2481 Velence, M7. autópálya II. dél (mol)","Velence, M7. autópálya II. dél",Velence,2481,mol,1,https://holtankoljak.net/mol_Velence_M7autopalyaIIdel
"8500 Pápa, Celli u. 65. (Conoil)","Pápa, Celli u. 65.",Pápa,8500,Conoil,0,https://holtankoljak.net/concordia_trans_kft__papa_celliu65#tartalom
"5600 Békéscsaba, Gyulai út 84. (lukoil)","Békéscsaba, Gyulai út 84.",Békéscsaba,5600,lukoil,0,https://holtankoljak.net/lukoil_Bekescsaba_Gyulaiut84
"1239 Budapest XXIII, Ócsai u.kimenő (XXIII.) 7. (mol)","Budapest XXIII, Ócsai u.kimenő",Budapest XXIII,1239,mol,0,https://holtankoljak.net/mol_budapest_ocsaiukimenoxxiii7
"6500 Baja, Dózsa Gy. u. 97. (mol)","Baja, Dózsa Gy. u. 97.",Baja,6500,mol,0,https://holtankoljak.net/mol_Baja_DozsaGyu97
"1087 Budapest VIII, Kerepesi út 5-7. (mol)","Budapest VIII, Kerepesi út 5-7.",Budapest VIII,1087,mol,0,https://holtankoljak.net/mol_budapest_kerepesiut5-7#tartalom
"2016 Leányfalu, Móricz Zsigmond út 165. (mol)","Leányfalu, Móricz Zsigmond út 165.",Leányfalu,2016,mol,0,https://holtankoljak.net/mol_Leanyfalu_MoriczZsigmondut165
"2457 Adony, 6.sz. fkl. út  (mol)","Adony, 6.sz. fkl. út",Adony,2457,mol,0,https://holtankoljak.net/mol_Adony_6szfklut
"6000 Kecskemét, Kiskunfélegyházi út (shell)","Kecskemét, Kiskunfélegyházi út",Kecskemét,6000,shell,0,https://holtankoljak.net/shell_Kecskemet_Kiskunfelegyhaziut
"2943 Bábolna, Ács út 2. (OIL!)","Bábolna, Ács út 2.",Bábolna,2943,OIL!,0,https://holtankoljak.net/OIL!_Babolna_acsut2
"2400 Dunaújváros, Arany János u. 1. (shell)","Dunaújváros, Arany János u. 1.",Dunaújváros,2400,shell,0,https://holtankoljak.net/shell_Dunaujvaros_AranyJanosu1
"3400 Mezőkövesd, Mátyás Király út 249. (mol)","Mezőkövesd, Mátyás Király út 249.",Mezőkövesd,3400,mol,0,https://holtankoljak.net/mol_Mezokovesd_MatyasKiralyut249
"4400 Nyíregyháza, Vasgyár u. 18. (mol)","Nyíregyháza, Vasgyár u. 18.",Nyíregyháza,4400,mol,0,https://holtankoljak.net/mol_Nyiregyhaza_Vasgyaru18
"5900 Orosháza, Arany J. u. 19. (lukoil)","Orosháza, Arany J. u. 19.",Orosháza,5900,lukoil,0,https://holtankoljak.net/lukoil_Oroshaza_AranyJu19
"8900 Zalaegerszeg, Balatoni út I.  (mol)","Zalaegerszeg, Balatoni út I.",Zalaegerszeg,8900,mol,0,https://holtankoljak.net/mol_Zalaegerszeg_BalatoniutI
"3630 Putnok, 26. sz. fkl. út (mol)","Putnok, 26. sz. fkl. út",Putnok,3630,mol,0,https://holtankoljak.net/mol_Putnok_26szfklut
"8051 Sárkeresztes, 0133. (81-es főút) (mol)","Sárkeresztes, 0133.",Sárkeresztes,8051,mol,0,https://holtankoljak.net/mol_sarkeresztes_013381-esfout
"3170 Szécsény, Varsányi u. 4. (magán)","Szécsény, Varsányi u. 4.",Szécsény,3170,magán,0,https://holtankoljak.net/sum_agro_kft__szecseny_varsanyiu4
"7084 Pincehely, Kossuth u.4.  (mol)","Pincehely, Kossuth u.4.",Pincehely,7084,mol,0,https://holtankoljak.net/mol_Pincehely_Kossuthu4
"2614 Penc, Rákóczi u. 0255/38 hrsz. (magán)","Penc, Rákóczi u. 0255/38 hrsz.",Penc,2614,magán,0,https://holtankoljak.net/magan_Penc_Rakocziu025538hrsz
"1165 Budapest XVI, Margit u. 114. (Kút 97)","Budapest XVI, Margit u. 114.",Budapest XVI,1165,Kút 97,0,https://holtankoljak.net/kut_97_budapest_xvi_margitu114
"2200 Monor, Gép utca 1. (oil!)","Monor, Gép utca 1.",Monor,2200,oil!,0,https://holtankoljak.net/oil!_Monor_Geputca1
"3042 Palotás, Szabadság út (mol)","Palotás, Szabadság út",Palotás,3042,mol,0,https://holtankoljak.net/mol_Palotas_Szabadsagut
"6700 Szeged, Dorozsmai út 1. (omv)","Szeged, Dorozsmai út 1.",Szeged,6700,omv,0,https://holtankoljak.net/omv_Szeged_Dorozsmaiut1
"6120 Kiskunmajsa, Halasi u. 99.  (mol)","Kiskunmajsa, Halasi u. 99.",Kiskunmajsa,6120,mol,0,https://holtankoljak.net/mol_Kiskunmajsa_Halasiu99
"6528 Bátmonostor, Baracskai utca 57. 51. számú főút (mobil-petrol)","Bátmonostor, Baracskai utca 57. 51. számú főút",Bátmonostor,6528,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_Batmonostor_Baracskaiutca5751szamufout
"8800 Nagykanizsa, Táborhely u. 4. (Oranges Oil Company)","Nagykanizsa, Táborhely u. 4.",Nagykanizsa,8800,Oranges Oil Company,0,https://holtankoljak.net/Oranges_Oil_Company_Nagykanizsa_Taborhelyu4
"1112 Budapest XI, Péterhegyi út 54. (shell)","Budapest XI, Péterhegyi út 54.",Budapest XI,1112,shell,0,https://holtankoljak.net/shell_budapest_xi_peterhegyiut54
"1112 Budapest XI, Balatoni út (shell)","Budapest XI, Balatoni út",Budapest XI,1112,shell,0,https://holtankoljak.net/shell_budapest_xi_balatoniut
"5441 Kunszentmárton, Szentesi út (mol)","Kunszentmárton, Szentesi út",Kunszentmárton,5441,mol,0,https://holtankoljak.net/mol_Kunszentmarton_Szentesiut
"9841 Kám, Jókai Mór út 2.  (mol)","Kám, Jókai Mór út 2.",Kám,9841,mol,0,https://holtankoljak.net/mol_Kam_JokaiMorut2
"5540 Szarvas, 01319/2 hrsz. (44.-es számú főút) (edo)","Szarvas, 01319/2 hrsz.",Szarvas,5540,edo,0,https://holtankoljak.net/edo_szarvas_013192hrsz44-esszamufout
"6000 Kecskemét, Katona József tér  (mol)","Kecskemét, Katona József tér",Kecskemét,6000,mol,0,https://holtankoljak.net/mol_Kecskemet_KatonaJozsefter
"3214 Nagyréde, Hrsz.: 0237/3 (omv)","Nagyréde, Hrsz.: 0237/3",Nagyréde,3214,omv,0,https://holtankoljak.net/omv_nagyrede_hrsz02373
"4100 Berettyóújfalu, 42-47 főút kereszteződés Honvéd u. 2. (mol)","Berettyóújfalu, 42-47 főút kereszteződés Honvéd u. 2.",Berettyóújfalu,4100,mol,0,https://holtankoljak.net/mol_berettyoujfalu_47szfklut
"9224 Rajka, Bem József u.  (mol)","Rajka, Bem József u.",Rajka,9224,mol,0,https://holtankoljak.net/mol_Rajka_BemJozsefu
"6758 Röszke, 0229/104 hrsz. (magán kút)","Röszke, 0229/104 hrsz.",Röszke,6758,magán kút,0,https://holtankoljak.net/magan_kut_Roszke_0229104hrsz
"4400 Nyíregyháza, Tokaji út ( Repülötér ) (mol)","Nyíregyháza, Tokaji út",Nyíregyháza,4400,mol,0,https://holtankoljak.net/mol_nyiregyhaza_tokajiutrepuloter
"4492 Dombrád, Tiszakanyári út (Hágóhegy)  (mol)","Dombrád, Tiszakanyári út",Dombrád,4492,mol,0,https://holtankoljak.net/mol_dombrad_tiszakanyariuthagohegy
"2030 Érd, Budai út I. (mol)","Érd, Budai út I.",Érd,2030,mol,0,https://holtankoljak.net/mol_erd_BudaiutI
"1225 Budapest XXII, Bányalég utca 108 (magán)","Budapest XXII, Bányalég utca 108",Budapest XXII,1225,magán,0,https://holtankoljak.net/magan_budapest_xxii_banyalegutca108
"3360 Heves, Csáti út  (mol)","Heves, Csáti út",Heves,3360,mol,0,https://holtankoljak.net/mol_Heves_Csatiut
"6237 Kecel, Császártöltési u. 50.  (mol)","Kecel, Császártöltési u. 50.",Kecel,6237,mol,0,https://holtankoljak.net/mol_Kecel_Csaszartoltesiu50
"9400 Sopron, Lackner K. u. 60 (shell)","Sopron, Lackner K. u. 60",Sopron,9400,shell,0,https://holtankoljak.net/shell_Sopron_LacknerKu60
"3900 Szerencs, Gyár út 38. (mol)","Szerencs, Gyár út 38.",Szerencs,3900,mol,0,https://holtankoljak.net/mol_Szerencs_Gyarut38
"2096 Üröm, Bécsi u. 2. (omv)","Üröm, Bécsi u. 2.",Üröm,2096,omv,0,https://holtankoljak.net/omv_urom_Becsiu2
"6113 Petőfiszállás, M5 ap. 122 km BAL OLDAL (mobil-petrol)","Petőfiszállás, M5 ap. 122 km BAL OLDAL",Petőfiszállás,6113,mobil-petrol,1,https://holtankoljak.net/mobil-petrol_Petofiszallas_M5ap122kmBALOLDAL
"2040 Budaörs, Rubik Ernő u. 3. (mol)","Budaörs, Rubik Ernő u. 3.",Budaörs,2040,mol,0,https://holtankoljak.net/mol_Budaors_RubikErnou3
"7400 Kaposvár, Füredi út 180.  (mol)","Kaposvár, Füredi út 180.",Kaposvár,7400,mol,0,https://holtankoljak.net/mol_Kaposvar_Furediut180
"9443 Petőháza, Petőháza 269/115/A hrsz (OIL!)","Petőháza, Petőháza 269/115/A hrsz",Petőháza,9443,OIL!,0,https://holtankoljak.net/OIL!_Petohaza_Petohaza269115Ahrsz
