City_for_merge,lakasallomany,Kiskereskedelmiuzletek,munkanelkuliek1564,jarandosag,szjakepezojovegylakos,kulfoldreingazok,ivoviz,foglalkoztatottak1564,ezerlakosadozo,szemelygepkocsiezerlakos,gazdasagszam,ingazasikulonbozet,szjaalapperfo,helybenfoglalkoztatottak
Cikó,414,60.0,7.7,31.2,1236,10.3,100.0,52.8,462,407.9,56.0,6.0,2672,40.7
Györe,394,78.0,4.0,34.7,1187,3.8,100.0,49.2,451,436.4,17.0,15.0,2635,18.2
Felsőnána,410,52.0,7.3,27.2,1672,2.1,95.0,57.1,505,375.9,46.0,8.0,3312,19.4
Bonyhád,460,201.0,5.8,33.4,1490,1.8,100.1,54.7,459,459.5,180.0,0.0,3249,30.5
Kisvejke,419,147.0,17.4,30.1,816,,100.0,34.0,340,295.0,39.0,14.0,2399,43.5
Váralja,462,50.0,6.3,32.2,1088,,98.4,45.7,434,365.8,26.0,9.0,2507,22.0
Nagymányok,434,99.0,5.4,34.7,1326,,100.0,54.7,455,460.6,27.0,2.0,2914,24.5
Izmény,513,51.0,11.9,35.0,1032,,100.0,39.8,448,449.2,51.0,17.0,2306,24.1
Tevel,447,102.0,6.3,33.6,1191,0.4,91.5,49.1,428,441.3,34.0,4.0,2779,20.6
Kakasd,396,70.0,5.5,32.0,1415,1.0,100.0,55.4,502,446.5,49.0,4.0,2820,28.0
Kismányok,422,,5.4,32.8,1114,,100.0,51.8,426,428.6,18.0,40.0,2613,36.0
Závod,570,40.0,7.1,34.5,769,,100.0,57.1,354,445.8,27.0,17.0,2174,20.3
Grábóc,546,66.0,12.4,26.3,931,,90.4,46.0,436,401.3,12.0,63.0,2136,18.8
Mucsfa,536,217.0,12.4,36.6,1281,,95.9,45.3,503,449.3,45.0,26.0,2546,12.8
Mőcsény,377,54.0,6.9,24.8,1272,2.1,82.1,51.9,453,347.7,19.0,18.0,2809,58.9
Budaörs,394,191.0,5.9,22.5,2726,0.4,97.3,63.0,506,513.6,68.0,0.0,5382,55.3
Budakeszi,373,87.0,5.6,22.9,2325,0.4,100.2,61.3,483,413.4,67.0,0.0,4811,26.8
Herceghalom,330,34.0,5.4,13.9,3081,0.3,71.9,66.4,528,388.5,7.0,1.0,5831,50.1
Tök,357,35.0,8.0,20.8,1909,0.5,100.0,60.7,503,393.6,57.0,4.0,3793,45.3
Budajenő,315,40.0,5.1,17.4,2848,0.2,100.0,62.4,491,393.1,26.0,4.0,5802,27.3
Zsámbék,328,91.0,7.2,18.3,2283,0.7,100.0,59.5,517,449.1,83.0,1.0,4416,29.4
Perbál,348,47.0,6.9,21.7,1805,0.3,100.0,61.1,496,388.4,30.0,2.0,3636,36.5
Biatorbágy,346,167.0,6.4,16.1,2706,0.1,97.1,64.8,512,437.5,93.0,0.0,5282,39.5
Remeteszőlős,339,9.0,3.9,17.0,2443,,102.0,45.7,478,440.1,2.0,13.0,5113,15.6
Nagykovácsi,332,42.0,5.1,17.0,2955,0.3,100.7,62.3,487,404.7,19.0,1.0,6071,14.1
Telki,298,41.0,3.6,14.6,3439,0.6,97.9,64.4,496,395.4,22.0,2.0,6931,31.2
Páty,326,79.0,7.0,20.3,2372,0.4,100.9,61.1,495,409.1,51.0,1.0,4796,36.4
Dánszentmiklós,394,84.0,8.5,24.8,1613,0.3,81.7,57.0,538,430.3,132.0,2.0,2999,15.2
Mikebuda,435,88.0,10.7,23.2,1591,1.2,84.6,54.0,491,470.1,44.0,7.0,3241,39.0
Abony,421,96.0,8.8,24.8,1545,0.3,94.1,51.2,489,371.4,552.0,0.0,3156,5.5
Csemő,431,67.0,10.7,18.5,1333,0.1,98.4,50.3,464,434.6,307.0,2.0,2876,21.5
Ceglédbercel,402,50.0,6.1,28.2,1955,0.3,100.1,58.3,511,402.7,82.0,2.0,3828,17.1
Újszilvás,465,93.0,8.9,26.1,1529,0.2,98.8,50.9,504,369.6,171.0,2.0,3034,30.5
Kőröstetétlen,456,61.0,11.6,25.7,1857,,83.2,55.1,514,425.6,77.0,4.0,3613,55.4
Tápiószőlős,482,82.0,9.1,25.1,1508,0.2,74.9,53.4,510,397.6,113.0,2.0,2958,30.1
Cegléd,453,154.0,7.8,26.3,1845,0.6,98.2,55.9,504,443.6,1010.0,0.0,3663,23.1
Törtel,434,108.0,9.4,23.1,1386,0.3,75.0,52.8,475,342.4,373.0,1.0,2917,9.5
Albertirsa,382,121.0,8.0,22.8,1817,0.3,84.3,58.3,514,406.1,244.0,0.0,3536,24.2
Jászkarajenő,546,71.0,9.6,25.5,1383,0.6,85.0,47.0,477,328.9,198.0,3.0,2897,8.2
Tokorcs,440,,5.0,20.6,2027,6.1,97.7,70.6,563,511.6,19.0,23.0,3604,29.5
Karakó,512,48.0,8.3,20.8,1315,,100.0,62.8,482,405.8,10.0,15.0,2728,62.1
Kemenesmagasi,549,88.0,7.1,27.3,1635,0.4,98.9,64.9,539,440.0,51.0,6.0,3034,30.5
Szergény,709,42.0,8.5,36.3,1837,,100.0,59.5,559,531.6,34.0,34.0,3284,6.9
Celldömölk,470,183.0,5.3,30.1,1834,5.4,99.5,62.9,522,447.6,215.0,0.0,3515,34.5
Kemenesszentmárton,505,,0.8,33.5,1496,7.8,97.9,62.9,488,494.7,10.0,30.0,3066,48.5
Jánosháza,443,140.0,6.6,28.0,1533,3.6,100.0,59.4,476,392.6,62.0,1.0,3217,45.6
Nemeskocs,433,61.0,2.9,23.3,1911,1.8,99.3,62.3,561,475.8,16.0,53.0,3407,15.8
Csönge,520,54.0,8.8,24.8,1272,3.3,99.5,46.5,427,422.3,31.0,8.0,2979,65.9
Mersevát,429,91.0,7.3,24.3,2017,1.0,98.3,60.9,602,527.4,37.0,17.0,3351,15.5
Keléd,436,85.0,9.1,17.9,1228,,90.2,57.6,521,205.1,7.0,,2356,
Nemeskeresztúr,603,,9.4,27.7,1499,,95.9,60.2,455,404.3,15.0,71.0,3295,21.4
Duka,780,96.0,8.6,33.5,1377,,100.0,53.0,523,459.3,26.0,30.0,2632,27.3
Kemenespálfa,389,25.0,3.9,20.9,1862,1.3,98.7,64.9,591,374.4,20.0,19.0,3149,49.1
Kemenessömjén,443,78.0,7.7,28.0,1991,3.0,99.6,65.1,578,495.1,25.0,21.0,3445,23.4
Kemeneskápolna,548,81.0,3.5,22.6,1097,,100.0,59.6,488,395.2,4.0,143.0,2247,42.9
Kissomlyó,694,46.0,5.9,21.3,1472,7.2,96.0,63.2,474,523.1,14.0,,3105,
Köcsk,730,44.0,6.1,27.4,1534,,100.0,57.6,492,407.1,14.0,30.0,3115,51.5
Mesteri,528,119.0,1.8,30.6,1048,,99.2,47.3,317,504.0,13.0,14.0,3308,67.6
Kemenesmihályfa,461,80.0,6.7,22.7,1801,2.0,99.6,65.8,541,435.4,36.0,21.0,3326,46.8
Ostffyasszonyfa,487,115.0,5.7,25.4,1880,1.2,99.2,61.8,589,519.8,51.0,5.0,3193,28.8
Kenyeri,550,85.0,3.4,28.8,1698,6.5,98.7,65.4,561,501.2,61.0,7.0,3028,8.1
Nagysimonyi,438,72.0,5.5,27.3,1892,1.5,100.2,57.7,538,415.6,41.0,9.0,3517,34.5
Boba,441,54.0,4.4,28.0,2171,0.7,99.7,62.0,585,449.3,26.0,10.0,3712,28.9
Pápoc,1021,35.0,5.0,36.0,1191,6.8,99.7,51.6,374,364.0,26.0,21.0,3182,19.1
Egyházashetye,572,66.0,6.1,34.9,1659,,99.4,54.0,478,460.5,8.0,18.0,3472,49.1
Vönöck,488,58.0,7.4,28.5,1936,2.1,100.0,60.3,567,510.9,57.0,11.0,3416,14.8
Borgáta,547,156.0,7.6,27.1,827,,100.0,62.1,291,432.3,8.0,45.0,2837,50.0
Révleányvár,798,55.0,4.3,31.9,1056,,78.1,39.4,500,374.0,27.0,12.0,2112,22.0
Ricse,367,59.0,13.1,18.3,910,,92.7,40.7,482,254.5,92.0,2.0,1889,17.3
Kisrozvágy,471,,4.2,18.0,1110,,86.5,33.3,525,275.1,21.0,40.0,2114,28.0
Pácin,431,80.0,14.6,20.6,1043,,90.7,40.4,458,251.3,36.0,4.0,2277,24.0
Dámóc,649,35.0,24.8,25.2,774,,84.2,21.3,451,322.7,24.0,50.0,1716,5.0
Karos,441,43.0,11.9,20.3,1150,,97.1,46.9,506,329.8,35.0,15.0,2273,16.4
Bodroghalom,434,66.0,10.6,25.1,1322,0.3,93.2,43.4,484,318.2,45.0,7.0,2733,9.7
Lácacséke,502,38.0,11.7,11.3,466,,73.7,19.8,359,200.0,16.0,16.0,1298,60.7
Tiszacsermely,507,95.0,20.3,20.6,827,,64.5,30.4,498,310.4,17.0,11.0,1660,18.4
Nagyrozvágy,496,103.0,14.0,27.0,1346,,90.3,49.2,535,335.0,56.0,6.0,2517,34.1
Semjén,338,80.0,14.3,12.1,956,,88.1,30.1,501,301.8,23.0,28.0,1909,16.7
Tiszakarád,404,50.0,16.9,18.1,865,,92.0,33.9,451,264.7,123.0,3.0,1916,9.3
Cigánd,373,110.0,11.6,18.9,951,0.4,94.5,41.3,463,252.4,125.0,2.0,2055,11.2
Karcsa,397,72.0,14.6,24.5,1248,1.0,93.3,43.9,508,338.7,100.0,4.0,2456,16.7
Zemplénagárd,596,47.0,8.9,26.6,840,,83.2,33.1,426,275.4,61.0,11.0,1973,7.6
Szamosbecs,462,84.0,15.1,21.4,794,13.6,100.0,49.2,369,303.6,39.0,20.0,2154,31.4
Tyukod,472,77.0,10.7,23.0,1129,3.1,77.2,40.2,453,314.9,481.0,2.0,2491,29.4
Ura,474,91.0,3.0,27.2,1142,,80.5,45.3,500,304.9,112.0,11.0,2285,12.4
Csenger,409,157.0,8.9,25.5,1179,17.2,94.2,50.4,491,339.8,245.0,0.0,2404,29.1
Csengerújfalu,357,53.0,14.6,17.4,829,2.9,79.8,40.1,421,259.3,61.0,8.0,1970,10.6
Komlódtótfalu,683,96.0,9.4,12.5,976,30.0,77.5,59.4,472,394.2,36.0,45.0,2068,18.2
Porcsalma,369,104.0,10.5,20.2,986,3.1,81.5,36.4,422,269.8,161.0,3.0,2335,14.6
Csengersima,389,141.0,7.5,18.1,907,28.4,93.4,50.3,403,264.8,87.0,5.0,2248,46.8
Szamosangyalos,212,53.0,13.1,9.5,689,18.0,73.9,37.1,381,163.3,63.0,16.0,1809,13.1
Szamostatárfalva,404,32.0,17.4,18.8,577,,78.7,29.5,378,203.8,36.0,36.0,1525,3.6
Pátyod,447,126.0,9.9,19.3,958,7.8,87.0,46.2,435,304.6,62.0,9.0,2200,27.0
Tömörkény,570,78.0,9.4,28.6,1162,,71.9,54.5,474,398.3,202.0,2.0,2452,13.4
Felgyő,514,54.0,6.6,28.9,1479,,73.0,53.7,542,478.4,162.0,3.0,2732,39.9
Csanytelek,542,102.0,11.1,29.3,1126,0.6,99.7,51.7,488,390.1,227.0,2.0,2307,11.9
Csongrád,537,131.0,7.3,31.7,1609,1.1,95.0,54.1,498,423.7,681.0,0.0,3232,18.1
Barbacs,390,74.0,5.1,22.4,1612,10.1,100.0,61.2,492,452.5,28.0,14.0,3274,23.3
Bodonhely,491,58.0,5.5,21.5,1948,4.6,98.8,70.5,554,593.0,22.0,27.0,3517,24.3
Szil,439,121.0,5.0,22.4,1568,8.4,94.6,61.9,531,400.4,64.0,3.0,2956,26.3
Bősárkány,374,69.0,2.3,24.8,1996,5.4,100.4,66.7,515,461.8,53.0,2.0,3879,31.4
Kóny,389,76.0,2.9,24.2,2141,5.5,100.4,64.2,535,454.2,88.0,2.0,4002,28.1
Bágyogszovát,417,68.0,5.6,26.8,1822,3.9,99.8,62.7,528,420.9,75.0,5.0,3449,25.0
Jobaháza,336,35.0,6.1,32.0,1680,9.7,100.0,61.7,436,413.7,25.0,11.0,3851,48.3
Potyond,505,,3.1,31.2,1742,6.9,100.0,56.3,564,623.7,8.0,,3086,
Acsalag,454,83.0,2.5,32.2,1696,5.4,100.0,60.2,548,427.4,44.0,16.0,3097,31.7
Sobor,560,106.0,5.7,23.4,1385,9.1,95.6,54.6,483,308.5,25.0,31.0,2866,15.6
Pásztori,299,50.0,2.1,20.0,1471,5.3,100.0,44.3,463,324.2,21.0,16.0,3179,51.6
Farád,391,77.0,5.1,23.9,1796,9.7,100.8,61.1,506,477.3,104.0,4.0,3546,12.1
Csorna,455,251.0,4.5,27.6,2046,11.4,99.8,64.1,533,466.0,183.0,0.0,3838,35.4
Bogyoszló,494,47.0,4.7,28.1,1645,9.3,91.1,57.8,526,470.1,57.0,8.0,3127,34.6
Rábcakapi,655,144.0,0.9,26.6,1617,2.8,95.6,60.0,541,554.0,18.0,18.0,2988,43.9
Rábatamási,475,43.0,4.6,27.8,1733,9.6,98.9,60.2,512,451.1,60.0,11.0,3385,37.0
Rábapordány,439,149.0,2.4,27.0,2143,5.2,99.8,60.7,572,438.2,54.0,5.0,3748,29.2
Páli,578,81.0,4.1,29.3,1151,3.8,96.7,53.6,445,430.1,32.0,12.0,2584,21.0
Maglóca,382,,7.5,19.9,951,11.1,100.0,52.8,303,352.9,11.0,77.0,3140,23.1
Rábasebes,1200,143.0,6.1,38.6,1404,7.7,100.0,54.5,402,585.7,10.0,143.0,3488,14.3
Cakóháza,453,,,26.6,1795,10.0,100.0,62.2,464,281.3,8.0,,3865,
Szany,473,116.0,4.7,27.7,1674,9.2,99.2,61.3,511,459.2,90.0,1.0,3276,36.0
Egyed,495,83.0,4.9,28.7,1760,3.8,99.6,66.5,533,511.4,54.0,8.0,3302,35.1
Markotabödöge,468,39.0,2.7,24.2,1599,4.1,98.3,63.0,475,428.3,42.0,24.0,3367,16.7
Vág,644,133.0,2.3,31.1,1793,1.5,100.0,71.6,479,475.6,30.0,18.0,3746,7.1
Dör,297,39.0,6.8,20.4,1796,5.1,100.0,59.0,532,354.2,30.0,12.0,3376,36.9
Magyarkeresztúr,547,76.0,6.9,26.1,1521,15.3,95.8,65.1,464,470.9,24.0,14.0,3281,21.4
Rábaszentandrás,443,43.0,3.4,26.0,1667,2.2,99.5,69.1,539,402.1,39.0,11.0,3094,18.9
Sopronnémeti,425,68.0,5.2,24.0,1672,7.5,98.4,61.0,539,489.7,16.0,30.0,3100,27.3
Tárnokréti,652,63.0,5.6,34.8,1537,,100.0,58.1,428,506.3,21.0,36.0,3593,17.9
Szilsárkány,442,99.0,3.6,24.6,1787,6.1,97.1,63.8,497,417.6,38.0,9.0,3594,33.9
Zsebeháza,458,70.0,4.1,33.1,1670,,100.0,56.7,615,485.9,5.0,59.0,2716,17.6
Rábacsanak,522,79.0,3.2,24.4,1796,6.0,98.5,59.3,545,527.6,38.0,18.0,3293,18.2
Pogányszentpéter,402,44.0,7.1,18.1,1234,,74.3,51.5,485,415.0,18.0,16.0,2543,27.0
Somogycsicsó,670,87.0,6.9,24.3,1100,,100.0,50.5,514,443.5,14.0,26.0,2140,55.3
Porrogszentkirály,635,43.0,7.5,31.8,1182,,99.3,48.3,467,424.9,36.0,31.0,2533,9.4
Iharos,475,120.0,15.5,23.4,1019,,96.4,44.4,436,371.1,34.0,18.0,2336,31.6
Porrog,807,62.0,8.9,26.1,1118,,87.7,41.1,455,434.8,28.0,24.0,2457,26.2
Csurgónagymarton,513,,20.5,11.3,949,,76.8,45.5,419,350.0,25.0,53.0,2267,21.1
Inke,388,27.0,15.6,19.5,941,,98.1,38.3,429,338.8,74.0,8.0,2194,6.8
Iharosberény,408,51.0,12.8,20.8,1023,,97.5,43.7,422,336.4,85.0,4.0,2423,34.8
Berzence,395,86.0,7.1,29.7,1206,0.3,99.9,48.2,443,364.2,138.0,2.0,2721,17.9
Zákányfalu,457,77.0,8.3,22.5,1431,,100.0,49.4,528,337.8,21.0,19.0,2711,11.5
Őrtilos,893,82.0,12.3,24.5,1551,,58.6,50.5,507,522.0,97.0,14.0,3063,18.6
Szenta,500,31.0,11.7,24.8,1207,,95.1,55.1,427,386.5,34.0,8.0,2825,37.8
Porrogszentpál,683,159.0,12.0,33.3,805,,86.0,52.0,452,460.3,16.0,71.0,1780,7.1
Zákány,576,81.0,11.3,27.7,1507,1.1,91.4,52.4,466,407.3,50.0,3.0,3234,30.7
Csurgó,465,100.0,11.3,32.2,1361,,83.8,49.4,478,456.6,215.0,1.0,2848,20.1
Gyékényes,456,59.0,8.7,27.7,1146,,99.8,52.1,421,369.6,66.0,3.0,2724,46.8
Somogybükkösd,1106,152.0,6.7,36.4,890,,83.6,40.0,473,636.4,27.0,83.0,1882,8.3
Somogyudvarhely,461,53.0,8.2,31.7,1328,1.1,100.0,55.2,467,468.8,130.0,5.0,2846,13.4
Újhartyán,395,98.0,6.0,24.9,2122,,97.9,63.8,540,507.7,115.0,1.0,3928,57.0
Dabas,396,128.0,7.4,21.9,1934,0.5,94.3,61.4,533,475.4,705.0,0.0,3629,22.6
Tatárszentgyörgy,379,77.0,11.9,21.8,1093,0.3,87.0,43.4,421,332.2,107.0,4.0,2595,10.4
Újlengyel,421,76.0,7.0,24.8,1926,0.2,100.0,61.0,571,1673.9,124.0,3.0,3373,33.1
Hernád,362,95.0,6.8,21.1,1736,,100.0,62.3,517,485.5,120.0,1.0,3360,34.0
Táborfalva,436,49.0,9.6,21.5,1675,,86.3,56.1,505,440.3,148.0,1.0,3314,26.9
Pusztavacs,437,61.0,8.9,25.5,1727,,95.8,59.2,519,429.4,94.0,2.0,3328,47.7
Inárcs,363,99.0,7.6,23.1,1929,0.6,101.8,57.3,518,450.2,86.0,1.0,3722,33.2
Bugyi,408,91.0,6.6,22.4,1896,0.5,89.5,61.9,530,485.4,245.0,1.0,3577,27.4
Kakucs,339,47.0,6.4,20.4,1744,0.1,100.0,57.2,481,372.5,70.0,3.0,3629,23.4
Örkény,357,102.0,13.6,19.9,1320,0.2,98.7,48.2,467,337.7,126.0,1.0,2830,28.1
Hajdúsámson,357,69.0,12.5,16.4,1419,0.3,93.5,49.1,496,377.0,380.0,1.0,2862,17.4
Debrecen,495,126.0,8.3,24.2,2046,2.1,96.6,54.4,504,394.4,1935.0,0.0,4059,19.8
Pocsaj,397,80.0,10.9,18.2,797,2.1,82.7,42.2,414,255.4,163.0,2.0,1924,13.1
Mikepércs,322,85.0,10.4,16.8,1709,0.3,100.9,52.4,505,370.1,116.0,2.0,3385,24.1
Létavértes,375,118.0,12.3,19.7,1111,1.5,90.6,45.1,457,350.4,646.0,1.0,2431,14.2
Kokad,453,81.0,8.3,20.2,738,4.3,86.1,33.6,380,283.2,81.0,7.0,1940,26.8
Tépe,411,90.0,5.4,19.7,1362,,99.8,55.5,549,344.3,94.0,3.0,2480,26.9
Kismarja,444,75.0,9.5,19.9,807,8.7,79.4,40.2,402,240.7,100.0,4.0,2008,17.6
Esztár,415,137.0,10.6,26.5,1073,,95.0,50.4,472,305.2,103.0,2.0,2273,22.7
Sáránd,398,97.0,11.3,23.7,1389,0.2,97.4,48.5,490,346.0,132.0,4.0,2833,16.9
Hajdúbagos,438,56.0,15.8,22.7,1303,0.2,88.6,47.7,458,329.4,108.0,4.0,2846,15.2
Hosszúpályi,379,50.0,15.5,19.1,1174,0.2,95.7,44.0,450,343.3,160.0,1.0,2609,18.2
Derecske,414,121.0,10.7,24.3,1437,0.5,99.2,51.9,514,358.5,376.0,0.0,2797,18.2
Monostorpályi,450,80.0,11.3,22.9,1341,0.5,96.8,49.1,482,389.4,230.0,3.0,2783,16.1
Konyár,411,59.0,10.6,21.9,772,0.3,91.0,41.1,390,243.9,57.0,3.0,1978,15.2
Apácatorna,535,64.0,2.0,24.2,1445,,100.0,53.5,481,394.9,6.0,43.0,3005,13.0
Iszkáz,560,60.0,6.7,25.9,1436,3.1,96.8,60.0,481,479.2,29.0,18.0,2986,32.1
Egeralja,540,190.0,15.5,30.8,1566,,95.6,54.7,521,445.5,15.0,36.0,3004,17.9
Kolontár,453,32.0,5.6,25.8,1593,1.2,98.6,59.6,507,505.6,25.0,9.0,3143,50.9
Noszlop,450,55.0,7.7,24.8,1656,0.7,98.0,62.4,509,483.0,34.0,1.0,3254,76.7
Kisszőlős,551,,15.2,13.6,795,,95.4,31.6,381,347.5,9.0,100.0,2087,10.0
Kisberzseny,303,51.0,5.6,10.3,1679,,98.3,38.9,519,164.1,8.0,167.0,3238,16.7
Kiscsősz,713,99.0,6.3,42.6,1166,,94.4,55.6,430,435.6,21.0,32.0,2712,41.9
Nagyalásony,499,93.0,5.5,21.7,1726,0.8,98.6,66.8,543,473.2,17.0,7.0,3179,47.0
Somlóvecse,930,,9.8,38.6,1700,4.0,90.6,66.7,522,631.6,7.0,83.0,3259,25.0
Nagypirit,687,87.0,6.0,38.3,1561,,100.0,61.1,530,487.0,32.0,31.0,2944,3.1
Kamond,394,47.0,6.1,22.8,1019,1.5,95.2,45.8,373,300.5,14.0,10.0,2735,28.6
Kispirit,1151,,10.6,22.6,1072,,91.8,51.1,500,490.6,8.0,,2143,
Tüskevár,515,77.0,6.3,25.7,1826,1.3,100.0,56.7,526,3329.5,30.0,10.0,3471,33.0
Csögle,582,78.0,5.5,29.4,1439,,97.0,57.7,526,540.9,36.0,9.0,2736,28.4
Pusztamiske,405,56.0,9.7,22.1,1129,,96.6,47.5,483,340.8,19.0,19.0,2339,33.3
Somlóvásárhely,439,96.0,7.5,22.3,1417,1.7,100.2,55.6,490,388.2,80.0,3.0,2891,56.4
Vid,636,,20.9,19.2,904,,95.2,38.4,402,353.5,2.0,26.0,2251,84.6
Kerta,450,112.0,8.5,26.2,1526,1.9,98.8,56.8,529,434.9,21.0,4.0,2887,46.5
Doba,608,188.0,3.9,32.2,1532,,100.0,46.5,490,483.6,38.0,5.0,3126,49.8
Somlószőlős,485,126.0,5.8,28.7,1552,0.6,98.1,57.8,499,439.4,52.0,6.0,3110,48.1
Karakószörcsök,480,74.0,3.7,26.9,1525,0.9,96.2,64.9,447,457.6,4.0,53.0,3407,26.3
Borszörcsök,461,58.0,13.6,20.3,1321,,98.7,47.1,483,347.8,18.0,59.0,2738,23.5
Somlójenő,552,80.0,11.4,26.8,1194,,96.4,44.3,476,352.0,16.0,26.0,2506,59.0
Oroszi,656,,14.8,29.0,1376,,94.2,49.4,517,328.2,2.0,50.0,2659,20.0
Dabrony,509,52.0,10.4,21.8,1249,,98.0,50.6,448,423.4,27.0,13.0,2787,47.4
Adorjánháza,596,,7.5,27.8,1211,1.0,100.0,58.4,452,425.1,23.0,28.0,2677,19.4
Devecser,418,95.0,8.8,25.3,1465,1.0,100.0,52.5,483,396.9,75.0,1.0,3032,42.7
Döbrököz,499,124.0,8.2,27.7,1105,1.3,91.2,46.1,417,342.7,72.0,3.0,2649,17.8
Kurd,466,87.0,6.6,30.0,1184,,99.8,47.2,427,350.5,50.0,4.0,2775,18.3
Jágónak,594,152.0,10.2,27.9,998,,96.6,39.8,436,350.3,29.0,56.0,2289,16.7
Várong,935,,4.3,50.5,790,,97.7,37.6,373,505.4,13.0,34.0,2115,37.9
Attala,499,110.0,7.7,29.0,1396,,100.3,56.3,509,501.4,42.0,7.0,2743,17.5
Szakcs,581,64.0,6.8,30.0,1182,,99.1,47.7,434,399.0,73.0,4.0,2722,13.6
Csikóstőttős,451,51.0,8.1,27.5,1387,1.0,96.6,50.9,464,351.2,29.0,10.0,2993,20.6
Csibrák,617,130.0,12.0,30.9,885,,97.9,36.5,382,330.4,10.0,18.0,2315,27.3
Dombóvár,483,141.0,7.5,33.0,1613,0.5,99.3,56.0,474,418.7,153.0,0.0,3405,19.2
Kapospula,408,136.0,7.6,28.6,1501,,83.6,51.7,486,426.1,51.0,7.0,3091,38.8
Nak,555,178.0,8.1,30.6,1119,,95.7,43.0,450,369.6,28.0,8.0,2486,18.9
Gyulaj,379,77.0,2.5,17.5,812,,95.6,31.4,392,200.2,46.0,5.0,2072,28.6
Dalmand,460,44.0,10.7,30.7,1204,1.7,91.9,47.8,423,396.3,61.0,3.0,2846,37.2
Lápafő,559,66.0,11.7,23.7,960,,100.0,33.3,424,375.0,8.0,42.0,2264,33.3
Kocsola,421,107.0,17.7,24.3,928,,99.4,32.3,407,300.8,46.0,5.0,2282,16.6
Kaposszekcső,420,59.0,6.0,27.3,1352,0.6,86.3,55.2,454,414.7,75.0,2.0,2976,60.8
Fót,363,92.0,7.2,21.2,2158,0.4,93.7,59.7,516,496.9,63.0,0.0,4187,37.6
Dunakeszi,406,94.0,6.5,19.8,2729,0.3,93.6,65.1,527,453.7,82.0,0.0,5182,34.0
Göd,361,66.0,6.2,21.0,2550,0.4,100.6,61.1,517,432.2,56.0,0.0,4932,38.6
Csomád,356,34.0,6.4,16.3,2350,0.2,99.2,61.0,541,10325.3,64.0,4.0,4347,37.1
Nagykarácsony,459,39.0,10.1,26.6,1675,1.2,94.4,52.3,492,415.5,61.0,6.0,3406,16.5
Kulcs,315,29.0,7.4,19.7,2091,0.8,79.4,60.0,511,439.5,21.0,2.0,4090,40.6
Baracs,391,31.0,7.1,23.4,2116,0.4,98.8,62.0,546,454.1,97.0,3.0,3879,18.3
Daruszentmiklós,413,45.0,15.2,18.5,1713,,86.5,46.2,509,334.6,62.0,9.0,3364,21.7
Dunaújváros,562,133.0,7.3,31.0,2079,2.2,99.4,59.3,507,414.7,81.0,0.0,4102,30.2
Besnyő,380,65.0,8.8,23.3,1914,0.2,100.6,57.1,534,401.3,58.0,3.0,3584,26.0
Iváncsa,368,77.0,9.5,21.2,1974,0.1,99.9,58.3,542,397.1,65.0,2.0,3644,34.2
Kisapostag,400,55.0,8.2,25.8,2255,0.4,100.2,59.8,539,506.5,20.0,7.0,4182,26.4
Beloiannisz,414,67.0,11.2,23.9,1598,2.5,100.0,56.8,480,338.7,7.0,9.0,3327,35.8
Adony,380,85.0,7.8,22.1,2039,,94.4,57.7,527,411.8,43.0,1.0,3868,28.2
Előszállás,429,68.0,8.5,26.1,1784,0.2,86.2,56.0,507,410.9,113.0,3.0,3516,11.4
Rácalmás,366,72.0,6.3,22.8,2417,0.8,100.4,61.7,527,454.5,42.0,1.0,4585,76.6
Mezőfalva,399,68.0,9.3,23.1,1834,0.1,88.0,57.3,521,407.8,123.0,1.0,3517,29.7
Nagyvenyim,377,56.0,5.1,25.2,2218,0.4,100.5,62.2,517,494.8,75.0,1.0,4288,29.9
Perkáta,385,54.0,10.8,21.1,1626,0.3,98.7,53.0,477,338.6,130.0,2.0,3408,13.6
Pusztaszabolcs,390,75.0,9.0,22.9,1944,0.1,95.9,55.7,528,369.0,84.0,1.0,3679,19.8
Tornaszentjakab,651,104.0,20.4,22.9,716,,65.6,44.4,338,270.8,21.0,28.0,2116,19.4
Ládbesenyő,422,35.0,11.1,18.7,1361,,62.6,50.6,474,397.9,21.0,20.0,2870,26.5
Balajt,280,57.0,21.0,13.9,625,,71.4,23.7,444,142.9,23.0,32.0,1408,16.1
Szakácsi,328,,46.4,6.5,333,,34.8,9.5,397,114.4,9.0,125.0,840,12.5
Komjáti,892,255.0,11.6,42.0,1053,6.1,72.1,49.0,364,293.0,28.0,21.0,2893,25.0
Abod,972,142.0,10.4,26.2,1755,,46.7,39.2,506,446.8,29.0,30.0,3468,24.2
Szőlősardó,931,115.0,5.6,52.9,1534,,91.4,51.9,486,666.7,20.0,71.0,3156,57.1
Tornakápolna,2833,,,41.7,5280,,50.0,66.7,636,1250.0,2.0,333.0,8298,33.3
Damak,406,,18.3,21.1,1538,,67.6,57.3,562,430.3,33.0,38.0,2737,26.9
Boldva,356,45.0,10.4,19.5,1323,0.2,82.6,46.9,474,282.7,47.0,3.0,2794,22.1
Szinpetri,527,53.0,14.6,26.1,1023,,38.4,43.3,462,345.7,12.0,,2216,
Ziliz,355,27.0,11.3,21.8,1276,,80.6,50.4,467,259.9,20.0,29.0,2734,17.1
Szendrőlád,201,14.0,12.6,10.4,578,,76.6,19.0,383,126.1,13.0,6.0,1509,35.0
